0,.21248,1401833,100000.0,55,.59946,360401.5,27088.80
1,.20966,1381047,96931.51,56,.60955,344266.3,26300.80
2,.21369,1360760,94775.99,57,.61965,328344.6,25517.40
3,.21801,1340530,92690.83,58,.62975,312649.6,24736.86
4,.22251,1320340,90661.61,59,.63982,297196.2,23957.60
5,.22717,1300180,88683.09,60,.64986,282000.2,23179.30
6,.23195,1280047,86750.36,61,.65985,267077.4,22402.72
7,.23687,1259935,84862.33,62,.66984,252442.0,21629.37
8,.24190,1239844,83016.22,63,.67981,238107.6,20859.39
9,.24707,1219771,81212.74,64,.68976,224088.1,20091.92
10,.25237,1199713,79450.84,65,.69967,210397.6,19326.92
11,.25780,1179668,77727.96,66,.70955,197049.9,18565.34
12,.26335,1159636,76042.43,67,.71943,184057.4,17808.50
13,.26899,1139618,74389.68,68,.72928,171432.3,17055.38
14,.27467,1119620,72764.74,69,.73907,159188.0,16304.83
15,.28037,1099651,71165.19,70,.74878,147339.1,15555.14
16,.28608,1079721,69589.49,71,.75836,135901.5,14805.21
17,.29182,1059839,68038.98,72,.76781,124891.9,14055.12
18,.29760,1040014,66514.86,73,.77709,114326.3,13305.33
19,.30347,1020251,65020.21,74,.78625,104219.4,12558.94
20,.30944,1000552,63556.49,75,.79530,94582.46,11818.76
21,.31552,980918.2,62123.76,76,.80426,85424.22,11087.22
22,.32171,961350.3,60720.17,77,.81314,76751.48,10365.23
23,.32802,941849.7,59346.40,78,.82192,68570.18,9653.253
24,.33446,922416.4,58002.44,79,.83055,60886.13,8950.635
25,.34105,903049.8,56688.27,80,.83897,53705.63,8256.608
26,.34777,883749.3,55402.67,81,.84715,47034.88,7571.842
27,.35465,864514.2,54146.15,82,.85505,40878.26,6898.795
28,.36166,845344.1,52915.87,83,.86268,35236.66,6241.524
29,.36880,826239.8,51711.34,84,.87009,30105.58,5605.978
30,.37607,807202.5,50531.03,85,.87733,25474.80,4996.790
31,.38347,788234.1,49374.01,86,.88434,21330.80,4414.770
32,.39099,769336.9,48239.89,87,.89105,17658.72,3860.612
33,.39865,750512.3,47128.80,88,.89745,14440.68,3338.434
34,.40644,731762.4,46039.37,89,.90356,11654.12,2852.085
35,.41437,713088.8,44972.20,90,.90938,9272.246,2404.595
36,.42243,694493.4,43925.53,91,.91484,7265.560,1996.719
37,.43064,675978.6,42899.06,92,.91984,5602.742,1629.600
38,.43898,657546.5,41892.94,93,.92442,4249.536,1306.169
39,.44747,639199.3,40905.96,94,.92865,3168.439,1028.105
40,.45611,620939.1,39938.30,95,.93263,2320.435,794.8091
41,.46490,602767.9,38989.66,96,.93634,1667.662,602.6492
42,.47384,584687.9,38058.94,97,.93976,1175.265,447.4660
43,.48292,566701.8,37145.13,98,.94295,811.6140,325.3528
44,.49214,548813.2,36247.26,99,.94604,548.5563,231.8324
45,.50148,531026.9,35362.95,100,.94903,362.2166,161.5922
46,.51092,513348.8,34491.83,101,.95196,233.1640,110.0356
47,.52045,495785.6,33631.76,102,.95481,145.9343,73.00925
48,.53008,478345.0,32782.88,103,.95763,88.53008,47.09355
49,.53979,461034.7,31944.29,104,.96062,51.79211,29.54100
50,.54959,443862.6,31116.17,105,.96353,29.02244,17.81123
51,.55947,426836.8,30297.37,106,.96722,15.38463,10.45669
52,.56941,409966.8,29485.85,107,.97162,7.487317,5.846627
53,.57939,393263.4,28681.03,108,.97827,3.107944,3.146424
54,.58941,376737.8,27882.07,109,.98924,.7844613,1.585993
0,.18699,1211519,100000.0,55,.57415,306646.2,24327.16
1,.18372,1193283,96742.19,56,.58462,292771.8,23573.37
2,.18753,1175544,94406.13,57,.59514,279088.5,22826.53
3,.19164,1157862,92148.78,58,.60566,265608.1,22085.08
4,.19593,1140221,89955.39,59,.61616,252343.4,21347.59
5,.20039,1122609,87820.42,60,.62663,239308.1,20613.73
6,.20497,1105023,85738.71,61,.63708,226515.7,19884.19
7,.20970,1087459,83708.88,62,.64753,213978.4,19160.29
8,.21455,1069915,81727.93,63,.65798,201707.8,18442.12
9,.21953,1052389,79796.27,64,.66841,189715.5,17728.89
10,.22467,1034878,77912.64,65,.67881,178013.6,17020.56
11,.22993,1017379,76074.23,66,.68921,166613.5,16317.92
12,.23533,999893.5,74279.21,67,.69960,155525.6,15622.13
13,.24081,982421.5,72522.86,68,.70999,144760.1,14932.25
14,.24634,964968.9,70800.15,69,.72032,134328.0,14247.25
15,.25190,947544.2,69108.54,70,.73058,124241.3,13565.62
